loss,acc,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.5886783003807068,0.13690713047981262,59.36838150024414,False,,,1,f45683e3267f4b968e784db9334617a2,2021-07-26_11-46-55,1627292815,59.36838150024414,39608,lo-s4-015,10.204.3.65,59.36838150024414,0,1,43a2f_00000
0.6475337147712708,0.17620614171028137,30.535701990127563,False,,,2,f45683e3267f4b968e784db9334617a2,2021-07-26_11-47-26,1627292846,89.9040834903717,39608,lo-s4-015,10.204.3.65,89.9040834903717,0,2,43a2f_00000
0.5308432579040527,0.12615028023719788,30.368476629257202,False,,,3,f45683e3267f4b968e784db9334617a2,2021-07-26_11-47-56,1627292876,120.2725601196289,39608,lo-s4-015,10.204.3.65,120.2725601196289,0,3,43a2f_00000
0.46311476826667786,0.13319161534309387,30.057371377944946,False,,,4,f45683e3267f4b968e784db9334617a2,2021-07-26_11-48-26,1627292906,150.32993149757385,39608,lo-s4-015,10.204.3.65,150.32993149757385,0,4,43a2f_00000
0.45881953835487366,0.1501799374818802,30.277573585510254,False,,,5,f45683e3267f4b968e784db9334617a2,2021-07-26_11-48-57,1627292937,180.6075050830841,39608,lo-s4-015,10.204.3.65,180.6075050830841,0,5,43a2f_00000
0.5027311444282532,0.09517493844032288,29.865626096725464,False,,,6,f45683e3267f4b968e784db9334617a2,2021-07-26_11-49-26,1627292966,210.47313117980957,39608,lo-s4-015,10.204.3.65,210.47313117980957,0,6,43a2f_00000
0.4640803039073944,0.12590202689170837,29.799843788146973,False,,,7,f45683e3267f4b968e784db9334617a2,2021-07-26_11-49-56,1627292996,240.27297496795654,39608,lo-s4-015,10.204.3.65,240.27297496795654,0,7,43a2f_00000
0.4952934980392456,0.09148700535297394,30.14157199859619,False,,,8,f45683e3267f4b968e784db9334617a2,2021-07-26_11-50-26,1627293026,270.41454696655273,39608,lo-s4-015,10.204.3.65,270.41454696655273,0,8,43a2f_00000
0.43196260929107666,0.13790775835514069,30.97446060180664,False,,,9,f45683e3267f4b968e784db9334617a2,2021-07-26_11-50-57,1627293057,301.3890075683594,39608,lo-s4-015,10.204.3.65,301.3890075683594,0,9,43a2f_00000
0.4274226129055023,0.13383923470973969,29.854523181915283,False,,,10,f45683e3267f4b968e784db9334617a2,2021-07-26_11-51-27,1627293087,331.24353075027466,39608,lo-s4-015,10.204.3.65,331.24353075027466,0,10,43a2f_00000
