loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.6846412420272827,3912.589535474777,False,,,1,a502ed025e374724938fec054e4b9679,2021-07-21_19-10-02,1626887402,3912.589535474777,21925,lo-a2-053,10.204.3.163,3912.589535474777,0,1,5eaee_00000
0.6120472550392151,3880.121746301651,False,,,2,a502ed025e374724938fec054e4b9679,2021-07-21_20-14-43,1626891283,7792.711281776428,21925,lo-a2-053,10.204.3.163,7792.711281776428,0,2,5eaee_00000
