loss,acc,val_iou,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.7270801663398743,0.19569455087184906,0.19569455087184906,59.82505750656128,False,,,22,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-41-14,1627519274,1362.6121726036072,40780,lo-s4-024,10.204.3.74,1362.6121726036072,0,22,294e9_00003
0.7300160527229309,0.19439609348773956,0.19439609348773956,61.37058877944946,False,,,23,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-42-15,1627519335,1423.9827613830566,40780,lo-s4-024,10.204.3.74,1423.9827613830566,0,23,294e9_00003
0.7264078855514526,0.19677001237869263,0.19677001237869263,61.57413291931152,False,,,24,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-43-17,1627519397,1485.5568943023682,40780,lo-s4-024,10.204.3.74,1485.5568943023682,0,24,294e9_00003
0.7270646095275879,0.19588206708431244,0.19588206708431244,60.6442449092865,False,,,25,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-44-17,1627519457,1546.2011392116547,40780,lo-s4-024,10.204.3.74,1546.2011392116547,0,25,294e9_00003
0.72532057762146,0.19691497087478638,0.19691497087478638,60.34438729286194,False,,,26,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-45-18,1627519518,1606.5455265045166,40780,lo-s4-024,10.204.3.74,1606.5455265045166,0,26,294e9_00003
0.7214475870132446,0.2000967115163803,0.2000967115163803,60.01060724258423,False,,,27,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-46-18,1627519578,1666.5561337471008,40780,lo-s4-024,10.204.3.74,1666.5561337471008,0,27,294e9_00003
0.72681725025177,0.19649505615234375,0.19649505615234375,59.51885724067688,False,,,28,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-47-17,1627519637,1726.0749909877777,40780,lo-s4-024,10.204.3.74,1726.0749909877777,0,28,294e9_00003
0.7260364890098572,0.1965692937374115,0.1965692937374115,60.726067543029785,False,,,29,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-48-18,1627519698,1786.8010585308075,40780,lo-s4-024,10.204.3.74,1786.8010585308075,0,29,294e9_00003
0.7308862209320068,0.19421885907649994,0.19421885907649994,60.94759249687195,False,,,30,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-49-19,1627519759,1847.7486510276794,40780,lo-s4-024,10.204.3.74,1847.7486510276794,0,30,294e9_00003
0.7325692176818848,0.19313488900661469,0.19313488900661469,62.467456102371216,False,,,31,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-50-21,1627519821,1910.2161071300507,40780,lo-s4-024,10.204.3.74,1910.2161071300507,0,31,294e9_00003
0.7274606227874756,0.19559155404567719,0.19559155404567719,60.076390504837036,False,,,32,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-51-21,1627519881,1970.2924976348877,40780,lo-s4-024,10.204.3.74,1970.2924976348877,0,32,294e9_00003
0.7275224328041077,0.19596275687217712,0.19596275687217712,58.465123891830444,False,,,33,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-52-20,1627519940,2028.7576215267181,40780,lo-s4-024,10.204.3.74,2028.7576215267181,0,33,294e9_00003
0.7253657579421997,0.1967691332101822,0.1967691332101822,60.33025121688843,False,,,34,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-53-20,1627520000,2089.0878727436066,40780,lo-s4-024,10.204.3.74,2089.0878727436066,0,34,294e9_00003
0.7258114218711853,0.19710658490657806,0.19710658490657806,60.460060834884644,False,,,35,6dfe7211b4a94264845d9bbc85aecc93,2021-07-29_02-54-21,1627520061,2149.547933578491,40780,lo-s4-024,10.204.3.74,2149.547933578491,0,35,294e9_00003
