loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.6996038556098938,3257.278137922287,False,,,1,135342e12ca04c2d9846fe365b07effe,2021-07-21_18-56-39,1626886599,3257.278137922287,15976,lo-a2-058,10.204.3.168,3257.278137922287,0,1,06362_00003
0.6880191564559937,3198.0448541641235,False,,,2,135342e12ca04c2d9846fe365b07effe,2021-07-21_19-49-57,1626889797,6455.3229920864105,15976,lo-a2-058,10.204.3.168,6455.3229920864105,0,2,06362_00003
