loss,acc,val_iou,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.760355532169342,0.7684542536735535,0.2960980534553528,114.95463919639587,False,,,1,698564a0b3014fdaa24852a600b39487,2021-07-28_14-16-17,1627474577,114.95463919639587,37549,lo-s4-015,10.204.3.65,114.95463919639587,0,1,84206_00006
0.7330043911933899,0.6569586992263794,0.31738555431365967,83.91528940200806,False,,,2,698564a0b3014fdaa24852a600b39487,2021-07-28_14-17-41,1627474661,198.86992859840393,37549,lo-s4-015,10.204.3.65,198.86992859840393,0,2,84206_00006
0.7286030650138855,0.797286331653595,0.40656551718711853,85.90426516532898,False,,,3,698564a0b3014fdaa24852a600b39487,2021-07-28_14-19-07,1627474747,284.7741937637329,37549,lo-s4-015,10.204.3.65,284.7741937637329,0,3,84206_00006
0.7274101972579956,0.8139040470123291,0.41128426790237427,85.58097314834595,False,,,4,698564a0b3014fdaa24852a600b39487,2021-07-28_14-20-32,1627474832,370.35516691207886,37549,lo-s4-015,10.204.3.65,370.35516691207886,0,4,84206_00006
0.7200326323509216,0.8282687067985535,0.43990519642829895,86.14344263076782,False,,,5,698564a0b3014fdaa24852a600b39487,2021-07-28_14-21-58,1627474918,456.4986095428467,37549,lo-s4-015,10.204.3.65,456.4986095428467,0,5,84206_00006
0.723162055015564,0.744233250617981,0.3788110315799713,86.05460357666016,False,,,6,698564a0b3014fdaa24852a600b39487,2021-07-28_14-23-25,1627475005,542.5532131195068,37549,lo-s4-015,10.204.3.65,542.5532131195068,0,6,84206_00006
0.7104200720787048,0.79143226146698,0.4259673058986664,84.06881093978882,False,,,7,698564a0b3014fdaa24852a600b39487,2021-07-28_14-24-49,1627475089,626.6220240592957,37549,lo-s4-015,10.204.3.65,626.6220240592957,0,7,84206_00006
0.7109102606773376,0.7272927761077881,0.3812410831451416,86.41543316841125,False,,,8,698564a0b3014fdaa24852a600b39487,2021-07-28_14-26-15,1627475175,713.0374572277069,37549,lo-s4-015,10.204.3.65,713.0374572277069,0,8,84206_00006
0.7099587321281433,0.7976042628288269,0.4391995966434479,85.83729720115662,False,,,9,698564a0b3014fdaa24852a600b39487,2021-07-28_14-27-41,1627475261,798.8747544288635,37549,lo-s4-015,10.204.3.65,798.8747544288635,0,9,84206_00006
0.7057258486747742,0.7975245714187622,0.4403627812862396,86.53313064575195,False,,,10,698564a0b3014fdaa24852a600b39487,2021-07-28_14-29-07,1627475347,885.4078850746155,37549,lo-s4-015,10.204.3.65,885.4078850746155,0,10,84206_00006
0.7158596515655518,0.8250225782394409,0.4565364122390747,86.65664863586426,False,,,11,698564a0b3014fdaa24852a600b39487,2021-07-28_14-30-34,1627475434,972.0645337104797,37549,lo-s4-015,10.204.3.65,972.0645337104797,0,11,84206_00006
0.7247603535652161,0.875214695930481,0.49776491522789,85.06944394111633,False,,,12,698564a0b3014fdaa24852a600b39487,2021-07-28_14-31-59,1627475519,1057.133977651596,37549,lo-s4-015,10.204.3.65,1057.133977651596,0,12,84206_00006
0.7073041796684265,0.8515154719352722,0.49592167139053345,85.32805371284485,False,,,13,698564a0b3014fdaa24852a600b39487,2021-07-28_14-33-24,1627475604,1142.462031364441,37549,lo-s4-015,10.204.3.65,1142.462031364441,0,13,84206_00006
0.714777410030365,0.82722407579422,0.46473291516304016,84.5577290058136,False,,,14,698564a0b3014fdaa24852a600b39487,2021-07-28_14-34-49,1627475689,1227.0197603702545,37549,lo-s4-015,10.204.3.65,1227.0197603702545,0,14,84206_00006
0.7119824290275574,0.8427212834358215,0.494662344455719,81.10693955421448,False,,,15,698564a0b3014fdaa24852a600b39487,2021-07-28_14-36-10,1627475770,1308.126699924469,37549,lo-s4-015,10.204.3.65,1308.126699924469,0,15,84206_00006
0.7079508304595947,0.7823588252067566,0.4322874844074249,85.23118424415588,False,,,16,698564a0b3014fdaa24852a600b39487,2021-07-28_14-37-35,1627475855,1393.3578841686249,37549,lo-s4-015,10.204.3.65,1393.3578841686249,0,16,84206_00006
0.7088137865066528,0.8635860085487366,0.5078204870223999,84.91983604431152,False,,,17,698564a0b3014fdaa24852a600b39487,2021-07-28_14-39-00,1627475940,1478.2777202129364,37549,lo-s4-015,10.204.3.65,1478.2777202129364,0,17,84206_00006
0.7082532048225403,0.8604064583778381,0.5109719038009644,84.57486605644226,False,,,18,698564a0b3014fdaa24852a600b39487,2021-07-28_14-40-25,1627476025,1562.8525862693787,37549,lo-s4-015,10.204.3.65,1562.8525862693787,0,18,84206_00006
0.7158621549606323,0.8721110224723816,0.5171910524368286,84.75629878044128,False,,,19,698564a0b3014fdaa24852a600b39487,2021-07-28_14-41-50,1627476110,1647.60888504982,37549,lo-s4-015,10.204.3.65,1647.60888504982,0,19,84206_00006
0.7123836874961853,0.83450847864151,0.47933414578437805,85.10358548164368,False,,,20,698564a0b3014fdaa24852a600b39487,2021-07-28_14-43-15,1627476195,1732.7124705314636,37549,lo-s4-015,10.204.3.65,1732.7124705314636,0,20,84206_00006
0.7173141837120056,0.8523464202880859,0.49139511585235596,83.96345400810242,False,,,21,698564a0b3014fdaa24852a600b39487,2021-07-28_14-44-39,1627476279,1816.675924539566,37549,lo-s4-015,10.204.3.65,1816.675924539566,0,21,84206_00006
0.7098751068115234,0.8603312373161316,0.5020349025726318,84.6057801246643,False,,,22,698564a0b3014fdaa24852a600b39487,2021-07-28_14-46-03,1627476363,1901.2817046642303,37549,lo-s4-015,10.204.3.65,1901.2817046642303,0,22,84206_00006
0.7151869535446167,0.8851216435432434,0.5301816463470459,84.30974745750427,False,,,23,698564a0b3014fdaa24852a600b39487,2021-07-28_14-47-28,1627476448,1985.5914521217346,37549,lo-s4-015,10.204.3.65,1985.5914521217346,0,23,84206_00006
